starting bet count,end balance
6,1299.4
8,250.89999999999998
14,172.59999999999974
6,149.79999999999998
8,1299.4
14,1299.9999999999998
6,1299.3999999999996
8,126.70000000000005
14,1300.0
6,1299.4000000000003
8,1299.3999999999999
14,1299.9999999999998
6,1299.3999999999999
8,147.6999999999998
14,1299.9999999999998
6,1299.4
8,1299.3999999999999
14,68.80000000000027
6,1299.3999999999999
8,1299.4
14,1300.0
6,139.90000000000003
8,1299.3999999999999
14,166.5999999999996
6,1299.4000000000003
8,1299.3999999999999
14,260.50000000000017
6,24.400000000000034
8,24.400000000000034
14,1300.0
6,1299.3999999999999
8,1299.3999999999999
14,1299.9999999999998
6,407.19999999999993
8,1299.3999999999999
14,1300.0000000000005
6,1299.3999999999999
8,1299.3999999999999
14,1300.0000000000002
6,1299.4
8,1299.3999999999999
14,243.99999999999977
6,1299.4
8,1299.4
14,1299.9999999999998
6,1299.4
8,22.900000000000034
14,1300.0
6,1299.3999999999999
8,1299.3999999999996
14,1299.9999999999998
6,1299.3999999999999
8,6.10000000000008
14,231.7000000000001
6,1299.4
8,1299.3999999999999
14,1300.0000000000002
6,1299.3999999999999
8,1299.4
14,228.9999999999999
6,24.400000000000034
8,1299.399999999999
14,283.29999999999995
6,1299.3999999999999
8,1299.4000000000003
14,1299.9999999999995
6,1299.4000000000003
8,1299.3999999999999
14,281.5
6,1299.3999999999999
8,1299.4000000000003
14,1300.0
6,1299.3999999999999
8,1299.3999999999996
14,206.8
6,1299.4000000000003
8,1299.4000000000003
14,312.4
6,1299.4000000000003
8,1299.4
14,1300.0
6,126.70000000000027
8,267.0999999999999
14,1300.0
6,1299.3999999999999
8,1299.3999999999996
14,1299.9999999999998
6,1299.4000000000003
8,126.69999999999982
14,1299.9999999999998
6,1299.4000000000003
8,1299.4
14,1299.9999999999995
6,1299.4
8,1299.3999999999999
14,1299.9999999999998
6,1299.4
8,270.39999999999986
14,1300.0
6,24.400000000000034
8,1299.3999999999999
14,1299.9999999999998
6,1299.4000000000003
8,372.7000000000003
14,1299.9999999999998
6,1299.4
8,1299.3999999999999
14,1300.0000000000002
6,126.70000000000005
8,126.69999999999982
14,1300.0
6,1299.3999999999996
8,1299.4000000000003
14,1300.0
6,126.70000000000005
8,1299.4000000000003
14,155.80000000000055
6,66.40000000000003
8,1299.4
14,1300.0000000000002
6,126.70000000000005
8,1299.4
14,1299.9999999999998
6,126.70000000000005
8,1299.3999999999996
14,284.4999999999998
6,1299.4
8,1299.3999999999999
14,1300.0
6,1299.3999999999999
8,1299.3999999999999
14,1299.9999999999995
6,149.79999999999998
8,1299.4000000000005
14,357.70000000000033
6,1299.3999999999999
8,1299.4000000000005
14,145.0000000000008
6,1299.3999999999999
8,24.400000000000034
14,1300.0
6,270.39999999999986
8,126.70000000000005
14,1299.9999999999998
6,1299.4000000000003
8,126.69999999999982
14,1300.0000000000005
6,1299.3999999999999
8,126.70000000000005
14,1300.0000000000002
6,126.70000000000005
8,1299.3999999999999
14,1300.0
6,1299.4
8,1299.3999999999999
14,188.79999999999998
6,1299.4
8,126.70000000000005
14,171.3999999999998
6,1299.4
8,1299.3999999999999
14,1300.0
6,1299.4
8,1299.3999999999999
14,4.599999999999966
6,24.400000000000034
8,1299.4
14,1299.9999999999998
6,116.20000000000027
8,1299.4
14,1299.9999999999995
6,1299.4000000000003
8,146.8
14,1300.0
6,1299.4
8,1299.3999999999996
14,1299.9999999999998
6,1299.4000000000005
8,1299.4000000000003
14,16.60000000000025
6,1299.4000000000005
8,310.89999999999986
14,216.09999999999997
6,1299.4
8,1299.4
14,191.80000000000018
6,1299.4
8,133.60000000000008
14,1300.0000000000002
6,1299.3999999999999
8,1299.3999999999999
14,1300.0000000000005
6,74.4999999999998
8,109.60000000000002
14,293.20000000000005
6,1299.3999999999999
8,24.399999999999807
14,1300.0
6,1299.3999999999999
8,1299.4000000000003
14,247.29999999999973
6,109.60000000000002
8,1299.3999999999996
14,184.89999999999986
6,1299.4
8,1299.3999999999999
14,1300.0
6,1299.4000000000003
8,1299.3999999999999
14,1299.9999999999998
6,149.79999999999998
8,7.8999999999995225
14,1300.0000000000005
6,1299.4
8,294.7000000000001
14,30.399999999999977
6,1299.4
8,1299.3999999999999
14,66.99999999999983
6,1299.4000000000003
8,1299.3999999999996
14,65.7999999999999
6,1299.3999999999999
8,341.4999999999999
14,1299.9999999999998
6,1299.4
8,1299.4
14,1300.0
6,1299.4
8,104.49999999999983
14,1300.0000000000002
6,124.6000000000002
8,71.79999999999956
14,1299.9999999999998
6,1299.4000000000003
8,1299.4000000000003
14,1299.9999999999998
6,1299.4000000000003
8,1299.4000000000003
14,1300.0000000000002
6,1299.3999999999999
8,1299.4
14,1300.0
6,149.79999999999998
8,24.400000000000034
14,101.19999999999993
6,1299.4000000000003
8,1299.3999999999999
14,1300.0000000000002
6,1299.4000000000005
8,1299.3999999999999
14,1300.0
6,1299.4
8,1299.3999999999999
14,1300.0000000000002
6,1299.4
8,238.8999999999998
14,1300.0
6,1299.4000000000005
8,1299.3999999999994
14,1300.0000000000002
6,353.20000000000005
8,1299.3999999999999
14,1300.0
6,1299.3999999999999
8,225.69999999999982
14,1299.9999999999998
6,126.70000000000005
8,248.19999999999987
14,1300.0
6,1299.4000000000003
8,1299.3999999999996
14,123.10000000000008
6,1299.3999999999999
8,1299.3999999999996
14,64.90000000000009
6,1299.4
8,126.70000000000005
14,1300.0000000000002
6,1299.4000000000003
8,1299.3999999999999
14,209.49999999999977
6,24.400000000000034
8,1299.4000000000005
14,1300.0000000000005
6,1299.4000000000003
8,1299.4000000000008
14,1300.0000000000002
6,54.10000000000008
8,1299.4
14,1299.9999999999998
6,1299.3999999999999
8,126.70000000000027
14,1300.0
6,1299.3999999999999
8,1299.4000000000003
14,283.29999999999995
6,1299.3999999999999
8,262.2999999999999
14,1299.9999999999998
6,126.70000000000005
8,1299.4
14,1300.0
6,1299.4
8,1299.3999999999996
14,142.60000000000002
6,126.70000000000005
8,1299.4
14,1300.0000000000002
6,250.89999999999998
8,1299.3999999999999
14,231.4000000000001
6,1299.4000000000003
8,1299.4000000000003
14,1300.0
6,1299.3999999999999
8,1299.4000000000003
14,1299.9999999999998
6,1299.4000000000005
8,1299.3999999999999
14,54.400000000000034
6,217.0000000000001
8,1299.4
14,1300.0
6,1299.4000000000003
8,1299.4000000000003
14,1300.0
6,1299.3999999999999
8,351.39999999999986
14,1300.0000000000002
6,1299.4
8,1299.4000000000003
14,1299.9999999999995
6,1299.3999999999999
8,276.3999999999997
14,1300.0
6,1299.3999999999994
8,1299.3999999999999
14,231.4000000000001
6,24.400000000000034
8,1299.4
14,1299.9999999999998
6,1299.3999999999999
8,1299.4
14,1300.0
6,1299.3999999999999
8,1299.4000000000003
14,1300.0000000000002
