starting bet count,end balance
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,210.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,25.0
5,1100.0
7,1100.0
5,210.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,165.0
5,1100.0
7,1100.0
5,1100.0
7,65.0
5,1100.0
7,170.0
5,1100.0
7,220.0
5,1100.0
7,1100.0
5,1100.0
7,115.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,160.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,210.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,190.0
7,1100.0
5,1100.0
7,1100.0
5,200.0
7,1100.0
5,130.0
7,1100.0
5,190.0
7,1100.0
5,1100.0
7,1100.0
5,200.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,0.0
5,1100.0
7,1100.0
5,130.0
7,1100.0
5,1100.0
7,1100.0
5,180.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,80.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,115.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,170.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,170.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,80.0
7,1100.0
5,1100.0
7,1100.0
5,30.0
7,10.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,200.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,170.0
5,1100.0
7,1100.0
5,190.0
7,450.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,115.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,150.0
7,1100.0
5,1100.0
7,1100.0
5,160.0
7,1100.0
5,120.0
7,1100.0
5,1100.0
7,1100.0
5,180.0
7,175.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,165.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,130.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,170.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,135.0
5,90.0
7,1100.0
5,10.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,65.0
5,1100.0
7,1100.0
5,60.0
7,1100.0
5,190.0
7,1100.0
5,80.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,140.0
7,1100.0
5,1100.0
7,165.0
5,1100.0
7,1100.0
5,110.0
7,1100.0
5,140.0
7,175.0
5,70.0
7,1100.0
5,1100.0
7,140.0
5,1100.0
7,1100.0
5,1100.0
7,65.0
5,1100.0
7,265.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,150.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
5,1100.0
7,1100.0
