starting bet count,end balance
2,1050.0
3,1050.0
4,1050.0
5,231.25
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,104.6875
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,14.0625
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,159.9609375
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,50.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,129.6875
10,1050.0
2,125.0
3,112.5
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,275.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,206.25
7,1050.0
8,1050.0
9,1050.0
10,400.78125
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,93.75
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,89.84375
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,259.765625
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,70.3125
9,1050.0
10,1050.0
2,1050.0
3,362.5
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,161.328125
10,12.3046875
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,44.53125
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,209.375
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,56.8359375
10,1050.0
2,25.0
3,1050.0
4,318.75
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,246.875
7,1050.0
8,1050.0
9,188.671875
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,37.5
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,75.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,57.8125
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,26.5625
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,222.65625
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,1050.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
10,1050.0
2,1050.0
3,175.0
4,1050.0
5,1050.0
6,1050.0
7,1050.0
8,1050.0
9,1050.0
