starting bet count,end balance
2,1100.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,1100.0000000000002
7,1100.0
8,1100.0
9,1100.0
10,1100.0
2,1100.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,1099.9999999999995
7,1099.9999999999998
8,1100.0
9,1100.0
10,1100.0
2,1100.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,166.66666666666706
7,1100.0
8,250.0
9,1100.0
10,1100.0
2,1100.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,233.333333333334
7,114.28571428571442
8,1100.0
9,1099.9999999999998
10,1100.0
2,1100.0
3,1100.0000000000002
4,1100.0
5,1100.0
6,1100.0000000000005
7,1099.9999999999995
8,1100.0
9,233.33333333333326
10,1100.0
2,1100.0
3,1100.0
4,1100.0
5,1100.0
6,1100.0000000000002
7,1100.0
8,1100.0
9,1099.9999999999998
10,1100.0
2,1100.0
3,1100.0
4,175.0
5,1100.0
6,1100.0
7,1099.9999999999995
8,1100.0
9,1099.9999999999998
10,0.0
2,1100.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,1100.0
7,1100.0000000000002
8,1100.0
9,1099.9999999999998
10,1100.0
2,1100.0
3,1100.0
4,200.0
5,1100.0
6,1099.9999999999998
7,1100.0000000000002
8,1100.0
9,1100.0
10,1100.0
2,1100.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,116.66666666666694
7,1099.9999999999998
8,325.0
9,1099.9999999999998
10,1100.0
2,300.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,1099.9999999999995
7,1100.0
8,187.5
9,1100.0
10,1100.0
2,50.0
3,1100.0
4,1100.0
5,1100.0
6,1100.0
7,1100.0000000000002
8,1100.0
9,1099.9999999999998
10,1100.0
2,1100.0
3,1100.0
4,1100.0
5,1100.0
6,1100.0
7,1099.9999999999995
8,1100.0
9,1100.0000000000005
10,1100.0
2,150.0
3,1100.0
4,1100.0
5,1100.0
6,150.0000000000002
7,1100.0000000000002
8,1100.0
9,166.6666666666664
10,1100.0
2,1100.0
3,100.00000000000017
4,1100.0
5,20.0
6,1100.0
7,1099.9999999999998
8,1100.0
9,1100.0000000000002
10,1100.0
2,1100.0
3,1099.9999999999998
4,1100.0
5,1100.0
6,1100.0
7,1100.0
8,1100.0
9,1100.0
10,1100.0
2,0.0
3,1100.0
4,1100.0
5,1100.0
6,1099.9999999999998
7,1100.0000000000002
8,1100.0
9,1099.9999999999998
10,50.0
2,100.0
3,1100.0000000000005
4,1100.0
5,1100.0
6,1100.0000000000002
7,1100.0
8,1100.0
9,1100.0
10,1100.0
