starting bet count,end balance
2,1150.0
3,1150.0
4,212.49999999999997
5,69.99999999999989
6,74.99999999999994
7,335.71428571428544
8,1150.0
9,1150.0000000000002
10,1150.0
2,1150.0
3,1150.0
4,24.999999999999886
5,1150.0
6,1150.0
7,14.285714285714164
8,212.49999999999994
9,1150.0000000000005
10,1150.0
2,1150.0
3,300.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1149.999999999999
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,24.999999999999943
7,1150.0000000000005
8,1150.0
9,250.00000000000028
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,43.749999999999886
9,1149.9999999999998
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,224.99999999999997
7,1149.9999999999998
8,1150.0
9,1149.9999999999998
10,1150.0
2,1150.0
3,249.99999999999997
4,1150.0
5,129.9999999999999
6,1150.0
7,1150.0
8,1150.0
9,1149.9999999999998
10,1150.0
2,1150.0
3,1150.0
4,174.99999999999994
5,39.99999999999997
6,1150.0
7,164.28571428571422
8,362.4999999999999
9,1150.000000000001
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,271.42857142857156
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,174.99999999999997
7,1149.9999999999998
8,99.99999999999997
9,1150.0
10,84.99999999999994
2,174.99999999999997
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,185.71428571428567
8,1150.0
9,16.666666666666657
10,1150.0
2,324.99999999999994
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999995
8,118.74999999999997
9,1149.9999999999998
10,1150.0
2,1150.0
3,1150.0
4,24.999999999999943
5,1150.0
6,174.99999999999997
7,14.285714285714391
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0000000000005
10,1150.0
2,1150.0
3,49.99999999999994
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1149.9999999999998
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,324.99999999999994
7,1149.9999999999998
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,49.99999999999994
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1149.9999999999998
10,1150.0
2,249.99999999999994
3,1150.0
4,1150.0
5,69.99999999999997
6,199.99999999999997
7,1149.9999999999998
8,1150.0
9,16.666666666666146
10,1150.0
2,1150.0
3,249.99999999999994
4,62.49999999999994
5,1150.0
6,149.99999999999997
7,1149.9999999999995
8,24.99999999999997
9,1149.9999999999998
10,129.99999999999997
2,249.99999999999994
3,49.99999999999994
4,249.99999999999997
5,39.99999999999997
6,1150.0
7,1150.0
8,6.249999999999943
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,174.99999999999997
7,185.71428571428572
8,118.74999999999997
9,1150.0000000000002
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0
10,24.999999999999886
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,224.99999999999997
7,1150.0
8,1150.0
9,49.999999999999915
10,1150.0
2,324.99999999999994
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1150.0
8,1150.0
9,1150.0000000000002
10,1150.0
2,1150.0
3,1150.0
4,249.99999999999997
5,99.99999999999994
6,1150.0
7,1150.0
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,300.0
4,1150.0
5,1150.0
6,1150.0
7,78.57142857142827
8,1150.0
9,1150.0000000000005
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,69.99999999999989
6,1150.0
7,1150.0
8,1150.0
9,1150.0000000000002
10,234.99999999999994
2,1150.0
3,49.99999999999994
4,1150.0
5,9.999999999999886
6,1150.0
7,1149.9999999999995
8,81.24999999999997
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1150.0
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999995
8,1150.0
9,1150.0
10,219.9999999999999
2,99.99999999999989
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1150.0
8,1150.0
9,1150.0000000000005
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1150.0
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,300.0
4,1150.0
5,189.99999999999997
6,149.99999999999997
7,1149.9999999999998
8,268.74999999999994
9,1150.0000000000002
10,1150.0
2,1150.0
3,1150.0
4,99.99999999999994
5,1150.0
6,1150.0
7,78.57142857142844
8,212.49999999999997
9,16.66666666666677
10,189.9999999999999
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,81.24999999999997
9,1150.0000000000002
10,1150.0
2,1150.0
3,249.99999999999997
4,1150.0
5,1150.0
6,174.99999999999997
7,121.42857142857144
8,1150.0
9,99.99999999999989
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,124.99999999999997
7,314.2857142857144
8,1150.0
9,1150.0000000000005
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,121.42857142857144
8,118.74999999999977
9,1150.0
10,159.99999999999997
2,1150.0
3,1150.0
4,287.49999999999994
5,1150.0
6,274.99999999999994
7,1150.0
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,164.28571428571388
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,49.99999999999994
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,99.99999999999994
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0000000000005
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,9.999999999999943
6,1150.0
7,1149.9999999999998
8,1150.0
9,33.3333333333334
10,1150.0
2,99.99999999999997
3,249.99999999999997
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,183.33333333333312
10,1150.0
2,1150.0
3,1150.0
4,99.99999999999997
5,1150.0
6,174.99999999999997
7,1149.9999999999998
8,24.99999999999997
9,50.000000000000455
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,124.99999999999994
7,57.14285714285688
8,1150.0
9,1150.0
10,234.99999999999977
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,149.99999999999997
7,142.8571428571426
8,1150.0
9,1150.0000000000005
10,294.99999999999994
2,324.99999999999994
3,1150.0
4,1150.0
5,1150.0
6,174.99999999999997
7,164.285714285714
8,1150.0
9,1150.0
10,99.99999999999997
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,62.49999999999994
5,1150.0
6,1150.0
7,78.57142857142827
8,1150.0
9,1150.0000000000007
10,1150.0
2,324.99999999999994
3,249.99999999999997
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1149.9999999999995
10,1150.0
2,1150.0
3,300.0
4,1150.0
5,309.9999999999999
6,1150.0
7,142.85714285714278
8,1150.0
9,183.33333333333323
10,159.9999999999999
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999995
8,118.74999999999997
9,1150.0
10,189.9999999999999
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0000000000002
10,1150.0
2,1150.0
3,300.0
4,1150.0
5,1150.0
6,300.0
7,1150.0
8,62.49999999999994
9,183.33333333333323
10,114.99999999999989
2,324.99999999999994
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0000000000002
10,1150.0
2,1150.0
3,1150.0
4,137.49999999999997
5,39.99999999999997
6,1150.0
7,1149.9999999999995
8,1150.0
9,1150.0
10,1150.0
2,1150.0
3,299.99999999999994
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,33.33333333333351
10,129.99999999999997
2,249.99999999999994
3,1150.0
4,174.9999999999999
5,1150.0
6,1150.0
7,1149.9999999999998
8,1150.0
9,1150.0000000000005
10,144.99999999999997
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,121.42857142857133
8,43.74999999999994
9,1149.9999999999998
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1150.0
8,1150.0
9,133.33333333333343
10,69.99999999999989
2,1150.0
3,249.99999999999997
4,1150.0
5,1150.0
6,1150.0
7,1149.9999999999995
8,1150.0
9,1149.9999999999998
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,1150.0
7,1150.0
8,118.74999999999997
9,183.3333333333332
10,1150.0
2,1150.0
3,1150.0
4,1150.0
5,1150.0
6,99.99999999999997
7,1149.9999999999995
8,306.24999999999994
9,1150.0
10,1150.0
2,1150.0
3,1150.0
4,212.49999999999994
